12,3,d,2,0,以下の文章中の（）に最も適するものを各解答群の中から選び、記号で答えよ。\n\nバーチャルリアリティの世界とユーザの関係は（１８）であり、バーチャルリアリティにおける\n体験とはほとんどのヒューマン(human)インタフェースとは異なり、第一人称体験である。また、バー\nチャルリアリティの場合、本質的なのは、インタフェースの方式において言語的すなわち恣意的な決ま\nりごとが極小化されており、（１９）との相似性が極めて高いという点である。このようにヒュー\nマンインタフェースの概念からバーチャルリアリティを見ると、システムと人間との関係がこれまでと\nはいくつかの点において決定的に違うということができる。
13,3,e,1,0,空間に対する扱いについて、正しい記述は以下のうち（２０）である。\n\nア.提示された3次元空間に没入することが、コンピュータの利用法における最善の方法であり、\nグラフを作成するなどの一般的な作業を3次元空間で行えることが理想と言われている。\nイ.VRでは、空間における身体運動が、インタラクションにとって中心的な役割を果たしており、\n記号的な入出力はVRを特徴づけるものとは言えない。\nウ.手だけに限定されない身体の空間運動を利用することは、表計算などのヒューマンインタフェース\nにとっても不可欠な設計方針であり、空間入力デバイスが次々と市場に出現している。\nエ.空間の使い方において、VRの特徴は2次元的であることであり、これにより、効率的に複雑な世\n界の構造を少ないデータで提示することが可能となっている。\nオ.3次元空間における方向などの指定は、マウスとボタンによる入力が優れた手段を与えており、そ\nれゆえ、コンピュータにはマウスが不可欠なインタフェースとなっている。
14,4,a,3,0,以下の文章中の(）に最も適するものを各回答群の中から選び、記号で答えよ。\n\n大脳は、大脳半球と（２１）から成り、大脳皮質の皮下組織には、大脳皮質と視床や脳幹との間\nを中継する（２２）や情動・意欲・記憶・自律神経活動にかかわる（２３）が含まれる。
15,4,b,1,0,人間の脳の働きについて間違っているものは（２４）である。\n\nア.脳には機能の局在があり、大局的にみると中心溝を境界として後部の頭頂葉と後頭葉が感覚入力を\n受容する領域である。\nイ.全部の前頭葉が運動指令を出力している領域である。\nウ.中心溝の前部の回にある一次運動野は運動指令を体の筋肉に送っており、右脳が上半身を、左脳が\n下半身を支配している。\nエ.頭頂連合野に損傷があると、遠近・上下左右の識別が困難となる空間定位障害が起きる。\nオ.一時体性感覚野では、体の各領域に対応した体性感覚(somatic_sensation)の受容区分がある。
16,5,a,1,0,温度感覚に関する次の文章のうち、間違っているものは（２５）である。\n\nア.温覚を伝える神経線維は無髄繊維である。\nイ.冷覚受容器は自由神経終末である。\nウ.温覚受容器は40～45℃付近で最もよく神経発射する。\nエ.冷覚受容器は10℃付近で最もよく神経発射する。\nオ.温覚も冷覚も感じない中性判断の生じる温度を無関帯という。
17,5,b,1,0,痛覚に関する次の文章のうち、間違っているものは（２６）である。\n\nア.表在性痛覚の受容器は自由神経終末であり、神経繊維は太い有髄繊維(Aδ繊維)と無髄繊維と考\nえられている。\nイ.表在性痛覚は、速い痛みと遅い痛みに分けられる。速い痛みは針を皮膚に突き刺したときなどに感\nじられる鋭い痛みである。\nウ.遅い痛みの特徴は、痛みがにぶく空間的な広がりをもって感じられることである。\nエ.痛みは、比較的長い時間的観点から、急性の痛みと慢性の痛みに分けられる。\nオ.慢性痛は除去が望ましい「有用性のない」痛みである。
18,5,c,3,0,以下の文章中の（）に最も適するものを各解答群の中から選び、記号で答えよ。\n\nヒトの無毛部の皮膚機械受容単位は。受容野の形態と神経発射特性から4種類に分類される。それらは\n（２７）Ⅰ型単位(FAⅠ)、（２７）Ⅱ型単位(FAⅡ)、（２８）Ⅰ型単位(SAⅠ)、（２８）\nⅡ型単位(SAⅡ)と名付けられている。FAⅠとSAⅠの受容野は小さく、受容野境界ははっきりしてい\nる。それに対しFAⅡとSAⅡの受容野は大きく、受容野境界は（２９）。
19,5,d,2,0,以下の文章中の（）に最も適するものを各解答群の中から選び、記号で答えよ。\n\n触2点閾は、皮膚上の2点を同時に刺激し、それが2点に感じられる最小距離のことである。触2点\n閾を測定してみると、手指や口唇、舌などで小さく、上腕、背、腹、大腿などで大きくなっている。触2\n点閾の小さな部分から情報を受け取る大脳皮質体性感覚野の面積は相対的に（３０）、触2点\n閾の大きな部分からの情報を受け取る大脳皮質感覚野の面積は相対的に（３１）になっている。
20,6,a,1,0,半規管の構造に関して間違っているものは以下のうち（３２）である。\n\nア.半規管は、前半規管・後半規管・水平(外側)半規管の3対からなり、互いにほぼ直交する3平\n面上に位置している。\nイ.各半規管は約2/3の円弧をなす環状の構造で、内部は内リンパで満たされている。\nウ.卵形嚢と連結する付近に膨大部を形成する。\nエ.膨大部に管壁が内部に突出した膨大部稜があって有毛細胞が並んでいる。\nオ.有毛細胞には数十本の動毛と1本の不動毛が規則的に配列され、ゼラチン様物質のクプラに結束されている。
21,6,b,1,0,前提動眼反射に関して間違っているものは以下のうち（３３）である。\n\nア.頭部が回転すると、前提動眼反射は眼球を頭部回転と逆方向に回転させる。\nイ.頭部の回転が続くと眼振を起こし、頭部回転と逆方向の緩徐な眼球運動と同方向の急速眼球運動を\n交互に繰り返す。\nウ.頭部の回転による前提動眼反射の利得は水平および垂直運動ではほぼ1となるが、回旋の利得は小さい。\nエ.直線加速度が加わったときに起こる代償性眼球運動は、頭部運動と逆方向に起こり、利得はほぼ1である。\nオ.頭を傾けたときに起こる眼球反対回旋は、頭部傾斜と反対方向への眼球の回旋であるが、利得は小さい。
22,6,c,2,0,回転知覚に関する以下の文章中の（）に最も適するものはそれぞれどれか。\n\n水平回転(重力方向をz軸とした場合のz軸周りの回転)を知覚する角加速度の閾値は概ね（３４）\n程度である。ヨー回転の閾値がピッチやロールに比べて低い傾向がある。等角加速度で加速すると、\n（３５）までは角加速度が増すように感じるが、その後は回転感覚が減衰し減速していると感じるよう\nになり、次第に回転を感じなくなる。
23,6,d,1,0,動揺病における視覚の関与に関して間違っているものは（３６）である。\n\nア.前方の道路がよく見えると、車酔いの発生率は、全く見えない場合の約1/3に低下する。\nイ.乗り物内の静止物を注視していると閉眼時よりも酔い易い。\nウ.視野の広範囲に視運動刺激が与えられるとベクションが生じ、これに身体運動刺激が加わることに\nよって視覚性動揺病が発生する。\nエ.バーチャルリアリティを用いたゲームやアミューズメントでも動揺病が起こり、VR酔いあるい\nはサイバー酔いと呼ばれている。\nオ.主観的鉛直の方向を変化させる刺激は、方向を変化させない刺激よりも強い動揺病を発生させる。
24,7,a,1,0,複数の感覚の複合について正しい記述は（３７）である。\n\nア.人間は様々な感覚モダリティを有しているが、実世界においてこれらを単体で利用している。\nイ.人間は複数の感覚チャンネル(channel)からの情報を統合して外界の認識、働きかけを行っている。\nウ.HMDに位置姿勢センサを取り付けて使用した場合、体性感覚情報に合わせた視覚情報の更新が出\n来るため疎外感が高まる。\nエ.歩行感覚提示装置とHMDを併用することで、歩行動作による体性感覚情報に加えて、稼働による\n見えの変化が起こるため、VR空間内での乗り物に乗っているような移動感覚が高まる。\nオ.食感提示を行う場合、歯ごたえ、味、音、香りと感覚情報チャンネルが増えるほど、バーチャルな\n食品の現実感は急速に減少する。
25,7,b,1,0,複数の感覚の複合について正しい記述は（３８）である。\n\nア.様々な感覚ディスプレイを組み合わせる際には、それらの時間的空間的な整合性が重要であるが、\nそれらに不一致があっても違和感が残るだけである。\nイ.様々な感覚ディスプレイを組み合わせる際には、それらの時間的空間的な整合性は重要ではなく、\nむしろ個々のディスプレイの性能を向上することでVR酔いが無くなる。\nウ.様々な感覚ディスプレイを組み合わせる際には、それらの時間的空間的な整合性が重要であるが、\n人間が知覚できないほど小さなずれは許容される。\nエ.様々な感覚ディスプレイを組み合わせる際には、それらの時間的空間的な整合性が重要であり、全\nくずれは許容されない。\nオ.様々な感覚ディスプレイを組み合わせる際には、それらの時間的空間的な整合性は重要でなく、む\nしろ個々のディスプレイの性能が向上することで複合のキーポイント(key_point)である。
26,7,c,2,0,以下の文章中の（）に最も適するものを各解答群の中から選び、記号で答えよ。\n\n音の空間知覚は聴覚系の処理だけで決まるものではなく、特に大きく視覚の影響を受けることがわかっ\nている。その事実は音源定位が視覚で知覚された位置によってバイアスを受ける（３９）効果と\nいう現象によって示される。この現象は、空間知覚に関しては一般に視覚の方が精度が高いため聴覚も\nそれを利用しているからだ、と解釈されており、各感覚モダリティは一般に（４０）に統合され\n全体として効率よく精度を高めていると考えられる。
27,8,a,1,0,以下は、前庭感覚ディスプレイに関する問題である。\n\n前庭感覚器官は、身体の移動(例えば乗り物に乗っての移動)や傾斜を、加速度として感知する器官\nである。前庭感覚器官は頭部内部にあるため直接機械的な刺激を加えることは難しい。前庭感覚ディス\nプレイの構成方法に関連した内容として間違っているものは（４１）である。\n\nア.多くの場合、身体全体を直接動かすことで前庭感覚ディスプレイは実現される。\nイ.身体に対して任意の加速度を任意の時間提示するためには、身体に外力を持続的に加えるアクチュ\nエータ(actuator)と加減速に伴う身体移動のための広大な空間が必要となる。\nウ.前庭感覚ディスプレイにはアクチュエータの使い方を工夫して加速度を持続的にユーザに提示し、\nそれに伴う移動を何らかの機構で打ち消す仕組みが必要となる。\nエ.車や飛行機の様な乗り物を想定すると、シート(seat)に加速度提示と移動打ち消し機構を取り付\nけると、体性感覚も刺激されて加速感や傾斜感が高まる。\nオ.前庭感覚ディスプレイには。アクチュエータの使い方を工夫して速度を持続的にユーザに提示し、\nそれに伴う移動を何らかのの機構で打ち消し仕組みが必要となる。
28,8,b,2,0,以下の文章中の（）に最も適するものを解答群の中から選び、記号で答えよ。\n\n前庭感覚ディスプレイのアクチュエータをホームポジション(home_position)に、ユーザにその動作を気\nづかれないように戻す動作の名称として正しいものは（４２）である。また前庭感覚ディスプレ\nイのアクチュエータの動作限界を超えないように減速動作させながら同時にユーザの体を傾斜させて前\n庭感覚を提示する動作の名称として正しいものは（４３）である。
29,8,c,1,0,前庭感覚ディスプレイの構成方法に関連した内容として正しいものは（４４）である。\n\nア.アクチュエータの可動範囲が有限なため、加速度を過渡的な成分と定常的な成分に分け、過渡的な\n部分をアクチュエータによって提示し、定常的な成分はユーザの体を傾けて、重力の分力成分を利\n用して合成加速度として提示する。\nイ.アクチュエータの可動範囲が有限なため、速度を過渡的な成分と定常的な成分に分け、過渡的な部\n分をアクチュエータによって提示し。定常的な成分はユーザの体を傾けて、回転速度成分を利用し\nて合成速度として提示する。\nウ.提示刺激の過渡的な部分から定常的な部分に移行する際に、合成加速度におけるアクチュエータの\n加速度成分を徐々に上げることで、アクチュエータの動作限界を超えないようにする。\nエ.提示刺激の過渡的な部分から定常的な部分に移行する際に、アクチュエータの動作限界を超えない\nように急速にアクチュエータを動作させる必要がある。\nオ.アクチュエータは定常的な加速度を提示するのに向いているので、過渡的な部分は重力成分を用いて提示する。
30,9,a,2,0,以下は、生理的特性の計測に関する問題である。（）に最も適するものを解答群から選び、記号で答えよ。\n\n生理指標の代表的なものの一つである心電図からは（４５）を求めることができ、さらに\n（４５）から（４６）を求めることができる。
31,9,b,3,0,以下は、生理的特性の計測に関する問題である。（）に最も適するものを解答群から選び、記号で答えよ。\n\n筋肉の電気的な活動を計測したものが（４７）である。このうち、皮膚上に電極を貼付し、筋肉全\n体の活動を計測するものを（４８）という（４８）の測定時には、ノイズの影響を減らす\nため、2個の電極により計測した信号を（４９）する。
32,10,a,4,0,以下は、体性感覚ディスプレイに関する問題である。（）に最も適するものを解答群から選び、記号で答\nえよ。\n\n体性感覚ディスプレイは、バーチャルな物体に触ったときの（５０）や（５１）、（５２）\nなどを提示する。体性感覚ディスプレイの実現には、感覚受容器への（５３）が不可欠であり、\n目的の（５３）をどのようなしくみでどのように発生させるかという問題を解くことになる。
33,10,b,3,1,以下の図は、体性感覚ディスプレイの実現方法の概要を説明するものである。（）に最も適するもの\nを解答群から選び、記号で答えよ。
34,11,a,2,0,以下は、人間の身体各部の位置を計測するモーションキャプチャに関する問題である。（）に最も適する\nものを解答群から選び、記号で答えよ。\n\n空間内での位置情報から人体の姿勢情報を得るモーションキャプチャが近年利用されている。\n（５７）センサを用いたシステムでは、（５７）が計測対象まで到達する時間や、そこから反射して戻ってくるまでの時間に基づいて距離を計測する。複数のセンサから得られる距離情報から3\n次元空間内での位置情報を算出し、（５８）を用いて関節の角度情報へと変換する。
35,11,b,3,0,以下は、人間の身体各部の位置を計測するモーションキャプチャに関する問題である。（）に最も適する\nものを解答群から選び、記号で答えよ。\n\n磁気式モーションキャプチャではX・Y・Z軸それぞれに対応した（５９）を作り、その中を移\n動するコイルに発生する（６０）を計測することで、位置及び角度情報を得ることができる。し\nかし（５９）を利用しているため、周囲の（６１）による影響が避けられず、設置場所を\n工夫する必要がある。
36,12,a,2,0,以下は、人間の表情および視線方向の計測に関する問題である。（）に最も適するものを解答群から選び、\n記号で答えよ。\n\n人間の表情を物理計測することは、コミュニケーションにおいて重要な（６２）情報を含んでい\nるため、体の動き計測と同様に極めて重要である。しかし、視線を計測する際には、被験者の（６３）\nを減らすことに留意しなければならない。
37,12,b,3,0,以下は、人間の表情および視線方向の計測に関する問題である。（）に最も適するものを解答群から選び、\n記号で答えよ。\n\n視線を高精度に計測するためには、角膜(黒目)と強膜(白目)の反射率の違いを利用した（６４）\nや、コイルを埋め込んだコンタクトレンズの位置を計測する（６５）、角膜の曲率中心と眼球の回\n転中心が異なることを利用した（６６）が用いられている。
38,13,a,1,0,神経に直接電気信号を入力する方法として最も正しい記述は（６７）である。\n\nア.手術で電極を神経に接続し直接刺激する方法は、手術を伴うが医学的知識も必要ないほど軽微なも\nので気軽に利用できる。\nイ.皮膚の上に電極を貼り付け皮下の神経を刺激する方法は、電極の貼り付け場所を精密に決めること\nが出来ればいつ貼っても同じ性能を発揮する。\nウ.手術で電極を神経に接続し直接刺激する方法は、医学的知識に基づいて手術によって設置する。し\nかし、一度設置すれば安全である。\nエ.手術で電極を神経に接続し直接刺激する方法は、細い電極を使うため、多くの神経を一度に刺激す\nるためにはその数だけ電極が必要となる欠点がある。\nオ.皮膚の上に電極を貼り付け皮下の神経を刺激する方法は、同じ電極の貼り付け場所でも日によって皮膚の状態が異なるため、性能も異なる。
39,13,b,1,0,神経に直接電気信号を入力する方法として最も正しい記述は（６８）である。\n\nア.手術で電極を神経に接続し直接刺激する方法は、人工内耳に見られるように電極に入力する刺激と\n知覚される感覚が一対一対応するため、調整は用意である。\nイ.皮膚の上に電極を貼り付け皮下の神経を刺激する方法は、電極の大きさと貼り付け位置に刺激できる神経の数は依存しない。\nウ.手術で電極を神経に接続し直接刺激する方法は、人工内耳に見られるように電極に入力する刺激と\n知覚される感覚の対応が不明であるが、個人に依存しない調整方法が見つかっている。\nエ.皮膚の上に電極を貼り付け皮下の神経を刺激する方法は、皮膚の奥深くの神経刺激に適している。\nオ.手術で電極を神経に接続し、直接刺激する方法は、皮膚の奥深くの神経刺激に適している。
40,14,a,5,0,以下は、バーチャルリアリティで用いられる映像提示装置に関する問題である。（）に最も適するものを\n回答群から選び、記号で答えよ。\n\n頭部搭載型プロジェクタ(HeadMountedProjector:HMP)は（６９）による絞り付プロジェクタを眼\n球と（７０）にハーフミラーとともに配置し、（７１）を持たせたスクリーンに映像を投影する\nと、それぞれの目に対応する映像が提示される方式である。（７１）を備えたスクリーンや実物体で囲\nまれた場所であれば、どこを向いても対応する映像を見ることができる。（６９）を通っているため奥\n行きによらずどこでも映像のピントが合うため、特殊な光学系が不要である点は、HMDよりも優れている。\nさらに、通常のプロジェクタで投影した場合とは異なり、映像同士の（７２）が発生しない。また、\n手などの上に映像が投影されても（６９）により光量を絞っているため、その拡散光は暗くなり手の\n上に映った映像は見えない。これによって手の形の画像認識など行わなくても画像とその手前の物体との\n（７３）を自然に見せることが可能である。
41,15,a,1,1,以下は、人間の運動を計算機上で表現するための人体モデルとその運動生成に関する問題である。\n\n図の人体物理モデルの自由度数として正しいものは（７４）である。
42,15,b,1,0,力学シミュレーションによる運動生成に関する以下の記述のうち、間違っているものは（７５）である。\nア.制御系が計算した関節トルク(torque)を用いて関節加速度を計算し、それを時間積分することにより運動を生成する。\nイ.キャラクタ(character)が転倒しないことを保証できる。\nウ.外力に対する反応を生成するのに適している。\nエ.物理的に正しい運動が生成できる一方、人間らしい自然な運動を生成するのは難しい。\nオ.ゲームなど、リアルタイムに運動を生成する必要があるアプリケーション(application)で使われることが多い。
43,15,c,2,0,以下の文章中の（）に最も適するものを各解答群の中から選び、記号で答えよ。\n\n逆運動学の解法には大きく分けて解析的手法と数値的手法がある。解析的手法は、リンクの位置を関節\n角の関数として表し、その（７６）を求める方法である。数値的手法の一つとして、（７７）を評価関数とする最適化問題を解く方法がある。
44,15,d,1,0,逆運動学問題が無数の解をもつ場合の例として最も適切なものは（７８）である。\n\nア.障害物がないとき、物体を与えられた始点から終点まで移動する経路は無数にある。\nイ.人が手をある位置から別の位置まで移動させるときの速さの時間変化をグラフ(graph)にすると、\n一般に釣鐘形になる。\nウ.腕を静止させるのに必要な筋張力の組み合わせは無数にある。\nエ.肩関節の位置を固定すると、手が到着できない領域がある。\nオ.手の位置・姿勢と肩関節の位置を固定したまま、肘のある円弧上の別の位置に移動させることがで\nきる。
45,16,a,2,0,以下の文章中の（）に最も適するものを各解答群の中から選び、記号で答えよ。\n\n変形とは、外力により物体表面や内部に移動、つまり（７９）が生じる状態をいう。一般に、\n（７９）が微小であれば、物体は（８０）を示す。
46,16,b,1,0,弾性の説明として最も適切なものは（８１）である。\n\nア.弾性とは、2物体が衝突後にひとかたまりとなって運動する状態をいう。\nイ.弾性とは、作用する外力を取り去ると元に戻る性質をいう。\nウ.弾性とは、破壊に要するエネルギーが小さくもろい性質をいう。\nエ.弾性とは、作用する外力によって体積を保存した状態で変形する性質をいう。\nオ.弾性とは、作用する外力を取り去っても元に戻らない性質をいう。
47,16,c,1,0,変形シミュレーションについて間違っているものは（８２）である。\n\nア.バネ質点モデルは、簡潔な実装により物体変形を表現可能とする。\nイ.変形シミュレーションを行うために、モデル要素の位置や弾性パラメータを事前に設定する必要は\nない。\nウ.有限要素モデルは弾性論におけるパラメータ(弾性率、ポアソン比)に基づく高精度の変形を可能\nとする一方、実装が複雑であり計算量が多い。\nエ.弾性パラメータの計測法には、引張試験、超音波エラストグラフィ、MRE(Magnetic_Resonance_Elastography)などがある。\nオ.変形シミュレーションの忠実性と実時間性にはトレードオフの関係がある。
48,17,a,2,0,以下は、3次元物体の視覚レンダリングに関する問題である。（）に最も適するものを解答群から選び、\n記号で答えよ。\n\n3次元物体のレンダリングでは、まず、（８３）処理により、3次元図形を2次元スクリーン(screen)\n上の図形へと変換する。写実的な画像を生成するためには、（８４）が多く用いられる。（８４）\nでは、視点から遠い物体ほど小さく表示され、実際の見え方と一致した結果を得ることができる。
49,17,b,2,0,以下は、3次元物体の視覚レンダリングに関する問題である。（）に最も適するものを解答群から選び、\n記号で答えよ。\n\n視点から見えない面を除去する処理を陰面消去という。陰面消去を行う方法のうち、（８５）法は\nハードウェア化が容易であり、高速処理が可能であるため、広く普及している。（８５）法では\nスクリーンの各画素について、視点からの奥行きに相当する（８６）を記憶する領域を用意する。\nそして、3次元物体を描画する際には、画素ごとに（８６）を計算し、その値が記憶されている値\nより小さければ描画処理を行う。
